review_id,imdb_id,review_title,rating_title
172,tt0037913,Crawford Keeps Her Eyebrows in Check,10/10
173,tt0037913,"Layered Contrivance, Maternal Excess, and Dark Brilliance",9/10
174,tt0022100,Ahead of its time,9/10
175,tt0022100,"Fritz Lang's (sound) masterpiece- a taut and quintessentially suspenseful story, and Lorre",10/10
176,tt0022100,Moments of menace..,8/10
177,tt0022100,A masterpiece of visual drama; brilliantly acted by Peter Lorre. **** out of ****.,10/10
178,tt0022100,Influential and unforgettable masterpiece.,10/10
179,tt0022100,Far Ahead Of Its Time And May Always Will Be,10/10
180,tt0022100,German Expressionism at its cinematic best,8/10
181,tt0022100,Mörder...,9/10
182,tt0022100,A masterful take on compulsive immorality,8/10
183,tt0022100,Excellent film from the early days of European cinema,10/10
184,tt0022100,"""L"" Before ""M""",10/10
185,tt0022100,"The Ultimate Crime Drama, Years Before The Genre Took Off",10/10
186,tt0022100,"Thoroughly Creepy, Thoughtfully Done",9/10
187,tt0022100,M or the Mark of a Disillusioned Genius...,9/10
188,tt0022100,Fritz Lang's Finest Film,10/10
189,tt0022100,This film is almost 90 years old,9/10
190,tt0022100,"""This won't bring back our children""",10/10
191,tt0022100,The first sound masterpiece,9/10
192,tt0022100,The birth of a psychological thriller!,10/10
193,tt0022100,Grade A.,10/10
194,tt0022100,Unforgettable masterpiece,10/10
195,tt0022100,A Lesson in Film History,10/10
196,tt0022100,Timeless.,10/10
197,tt0040897,"Just a great movie all around, but a very dark tale",9/10
198,tt0040897,God Has a Sense of Humor,10/10
199,tt0040897,One of Warner Brother's triumphs of the forties,8/10
200,tt0040897,"All that glitters is ""gone with the wind....""",10/10
201,tt0040897,Great Character Actors...and No Stinking Badges,10/10
202,tt0040897,"""If you want somebody NOT to find it, . . . Put it in front of them""",8/10
203,tt0040897,Unbeatable.,10/10
204,tt0040897,A great tale about the darker side of human nature...,10/10
205,tt0040897,A treasure presented to the viewer,9/10
206,tt0040897,"""The Treasure"" of American Cinema ...",10/10
207,tt0040897,"""It's a great joke played on us by the lord, fate, nature or whatever""",8/10
208,tt0040897,Extraordinary and marvelously performed film about a grizzled hustler decides to join with other prospectors to find gold,8/10
209,tt0040897,"Still vivid, compact, colorful, and intense, with some acting to, uh, die for.",9/10
210,tt0040897,"A Tale of Greed, With Outstanding Direction and Performance of the Cast",10/10
211,tt0040897,Bogart and the Stinking Badges,8/10
212,tt0040897,'Sierra Madre's' gold wasn't the only thing Bogart didn't get.,10/10
213,tt0040897,Yet another brilliant film from John Huston,10/10
214,tt0040897,"Bogart n Huston nailed it. One of my fav movie of all time, depicting human nature in an interesting way.",9/10
215,tt0040897,Man. The most dangerous enemy known to ... man!,8/10
216,tt0040897,Artistic Gold!!!,10/10
217,tt0040897,The Treasure of the Sierra Madre (1948) ***,7/10
218,tt0040897,Truly something special,8/10
219,tt0040897,All-Time Great,10/10
220,tt0040522,Quiet Desperation---Italian Style.,10/10
221,tt0040522,No small thing.,8/10
222,tt0040522,Another one to add to my top 50- a delicate study of desperation in post war Italy,10/10
223,tt0040522,Powerful and dramatic,8/10
224,tt0040522,A Heartbreaking Masterpiece of the Italian Neo-Realism,9/10
225,tt0040522,Heartfelt Drama of Post WWII Poverty a Must-See...,10/10
226,tt0040522,Real,10/10
227,tt0040522,A revolutionary film,9/10
228,tt0040522,"Simple, Powerful Film Survives",9/10
229,tt0040522,Powerful.,8/10
230,tt0040522,The greatest neorealism film ever made,10/10
231,tt0040522,Lord of the Rings fanatics should all watch this movie,9/10
232,tt0040522,Vintage Neorrealist film about a working-class man whose bicycle is robbed and he and his child set out in pursuit the thief,10/10
233,tt0040522,A Potpourri of Vestiges Review: The path to eternal salvation becomes obvious only through true understanding of human emotions,6/10
234,tt0040522,Brilliant and haunting,8/10
235,tt0040522,Exceptional film which should be honored and treasured,9/10
236,tt0040522,To Catch a Bicycle,10/10
237,tt0040522,"Despite its reputation, it's still not DeSica's best!",10/10
238,tt0040522,"Bicycle Thieves cycles through Italian neorealism, pedalling alongside some of the greatest masterpieces.",7/10
239,tt0040522,The true point of the film,10/10
240,tt0013257,"A Visually Striking, Thought-Provoking Feature",8/10
241,tt0013257,A Historical View of the Witches,10/10
242,tt0013257,"Perhaps it should be retitled ""Häxan: Witchcraft Through the Ages...Especially The Middle Ages"".",9/10
243,tt0013257,HAXAN (1922) ***1/2,9/10
244,tt0013257,Fascinating,9/10
245,tt0013257,No wonder the Europeans have gone to a secular society!,7/10
246,tt0013257,Criterion uncovers a gem,10/10
247,tt0013257,Sympathy for those who worship the devil,10/10
248,tt0013257,Variegated,10/10
249,tt0013257,One of the weirdest and most bizarre of all time,6/10
250,tt0013257,I have just finished watching the new Criterion dvd of Haxan...,10/10
251,tt0013257,Astonishing! One of the Most Fascinating Cinematic Experiences of All-time!,9/10
252,tt0013257,bats and snails and puppy dog tails!,7/10
253,tt0013257,"Well-made, shocking, thought-provoking",8/10
254,tt0013257,"A turely mind-boggling experience, no matter which version you see.",10/10
255,tt0013257,Beautiful and atmospheric,9/10
256,tt0013257,"Atmospheric, nightmarish, and even a bit silly",6/10
257,tt0013257,Bold and imaginative silent docudrama,7/10
258,tt0039192,Nuns story.,9/10
259,tt0039192,Brooding atmosphere of its own...gorgeous color photography...,10/10
260,tt0039192,The palace in the mountain,10/10
261,tt0039192,A Hypnotic and Dazzling Film,9/10
262,tt0039192,See those eyes,9/10
263,tt0039192,"""Without discipline, we should all behave like children""",8/10
264,tt0039192,"Black Narcissus is a story of ghosts, wind, faith, frustration, sexual tension and madness.",10/10
265,tt0039192,Visually Amazing,9/10
266,tt0039192,A Personal Rumination,8/10
267,tt0039192,Beautiful and Powerful,9/10
268,tt0039192,A film about nuns and lust ... but it's not what you'd expect.,9/10
269,tt0039192,Human struggle defeated by place in a beautiful film,10/10
270,tt0039192,"Hypnotic, somewhat hallucinatory epic about survival and the starvation for intimacy...",8/10
271,tt0039192,Cloistered Nuns and Subtle Eroticism High in the Himalayas in Fascinating Spiritual Melodrama,9/10
272,tt0039192,A classic that remains more watchable than most modern films.,6/10
273,tt0039192,One of the 3 most gorgeous films ever made,10/10
274,tt0039192,The Roof Of the World,6/10
275,tt0039192,simmering sexuality,10/10
276,tt0039192,Excellent film with a ridiculous story,9/10
277,tt0039192,Beautiful Film: A Masterpiece!,10/10
278,tt0039192,A cinematic milestone,7/10
279,tt0031971,A great western which enables multiple interpretations,9/10
280,tt0031971,"The western that made Wayne a major movie star, the western that upgraded the genre from B grade to A grade n the first western that was shot in the beautiful Monument Valley.",10/10
281,tt0031971,"Over the rise, it's the Duke, Winchester in hand",10/10
282,tt0031971,The classic film that started it all.,9/10
283,tt0031971,Setting the Stage.,10/10
284,tt0031971,One of the greatest westerns of all time.,10/10
285,tt0031971,A great western thanks to the characters,8/10
286,tt0031971,"Grandeur of Monument Valley, Utah, became part of the signature on a John Ford Western...",10/10
287,tt0031971,An amazingly timeless Western,10/10
288,tt0031971,A Western with a timeless appeal; one of the few essential Ford/Wayne collaborations,8/10
289,tt0031971,First adult Western with interesting character studio perfectly played by an excellent plethora of actors,8/10
290,tt0031971,One of the finest westerns ever made,8/10
291,tt0031971,Great ensemble western,6/10
292,tt0031971,"a speciaal, special masterpiece",9/10
293,tt0031971,Dallas and The Ringo Kid -- Awesome!,8/10
294,tt0031971,Unavoidable.,10/10
295,tt0031971,Even better than advertised,7/10
296,tt0031971,Not only is this Ford's first great Western...,9/10
297,tt0029947,"Magnificent, joyous japery.",10/10
298,tt0029947,"Goofy, Glamorous Golden-Age Gonfalon",9/10
299,tt0029947,A gem of 80 years,8/10
300,tt0029947,"Utter perfection. Howard Hawks, Katharine Hepburn and Cary Grant make the most exquisite comedy of the sound era",10/10
301,tt0029947,"Wild, crazy, hysterical, FUN!",8/10
302,tt0029947,"Baby, Oh Where Can You Be?",9/10
303,tt0029947,A true screwball comedy,8/10
304,tt0029947,Belated Brilliance.,10/10
305,tt0029947,The animal inside ...,8/10
306,tt0029947,"No matter how much you want to strangle Kate here, you can't, 'cause you're laughing too much!",10/10
307,tt0029947,"One of the greatest ""screwball"" comedies ever!",9/10
308,tt0029947,Far more irritating than funny,3/10
309,tt0029947,Arguably the funniest movie ever made,10/10
310,tt0029947,Hilariously standing the test of time,10/10
311,tt0029947,The paleontologist and the socialite,10/10
312,tt0029947,"""I don't want another lunatic in my family, I've got enough"".",8/10
313,tt0029947,Most Disappointing Screwball Comedy I've Ever Seen,5/10
314,tt0029947,What's with the recent bashing of this film?,10/10
315,tt0029947,Funny bone,9/10
316,tt0029947,Can't Give You Anything But Love.,10/10
317,tt0029947,Classic Screwball Comedy,10/10
318,tt0029947,as funny as any other film ever made,10/10
319,tt0029947,How Can You Go Wrong With This Cast?,7/10
320,tt0029947,Great comedy,1/10
321,tt0042876,A brilliant masterpiece from a masterful director,10/10
322,tt0042876,Most of the time we can't even be honest with ourselves.,8/10
323,tt0042876,"Kurosawa's first milestone, one of the top foreign films of the 20th century",10/10
324,tt0042876,To what extent does subjectivity affect perception?,5/10
325,tt0042876,What did we just see?,9/10
326,tt0042876,I had a different perception about this classic film,8/10
327,tt0042876,A Technical & Creative Success,8/10
328,tt0042876,I saw it with my own eyes!,10/10
329,tt0042876,"Kurosawa's elaborate, intricately-plotted masterwork",9/10
330,tt0042876,"""This time, I may finally lose my faith in the human soul.""",8/10
331,tt0042876,A rare and a unique masterpiece from the master himself,9/10
332,tt0042876,Art!,9/10
333,tt0042876,Kurosawa is just so damn good,10/10
334,tt0042876,"Kurosawa, do I need to say more",10/10
335,tt0042876,"Nested, Folded, Parallel Narrative",10/10
336,tt0042876,Masterclass storytelling,9/10
337,tt0042876,Amazing,10/10
338,tt0042876,The film that introduced western audiences to Japanese cinema,9/10
339,tt0042876,More layers than a Smith Island Cake,10/10
340,tt0032904,Dictating her own comeback,9/10
341,tt0032904,"Great dialogue, great performances and a real fun, urgent pace to the material make this a delightfully fun film",10/10
342,tt0032904,Hepburn's Ferocious Comeback.,10/10
343,tt0032904,Main Line society wedding,10/10
344,tt0032904,Three legends in their prime,10/10
345,tt0032904,Plays your heart strings in a masterful glissando.,9/10
346,tt0032904,One of the best Romantic Comedies,10/10
347,tt0032904,A turning point in Katharine Hepburn's career...,10/10
348,tt0032904,My favourite 1940s Comedy,2/10
349,tt0032904,"Overrated, Despite the Big Names",6/10
350,tt0032904,Vastly Overrated Movie With Unlikeable Characters,9/10
351,tt0032904,Where's the Beef?,10/10
352,tt0032904,A truly great (greatest?) romantic comedy,10/10
353,tt0032904,"Peerless cast, witty script gives this classic comedy of manners ageless appeal.",9/10
354,tt0032904,A wake up call for a stuck up doll.,6/10
355,tt0032904,"Witty and romantic with a great cast, great writing and great direction",5/10
356,tt0032904,You know there's something wrong when a film makes you root for the 'bad guy' ...,5/10
357,tt0032904,Just Not My Cup of Tea,4/10
358,tt0032904,"The story nearly gave me a headache,but Grant,Hepburn,and Stewart made it fun to watch.",9/10
359,tt0032904,"Spoiled, arrogant Tracy Lord fits Hepburn like a glove...",10/10
360,tt0032904,Overrated screwball comedy,10/10
361,tt0015864,Chaplin's best--what a film!,10/10
362,tt0015864,You just can't beat Charlie Chaplin!,10/10
363,tt0015864,A Worthy Silent Classic,10/10
364,tt0015864,Charlie Chaplin at his best.,8/10
365,tt0015864,Striking Gold Again and Again.,9/10
366,tt0015864,Little Tramp makes good,8/10
367,tt0015864,Silence is Golden...,10/10
368,tt0015864,Pure gold,10/10
369,tt0015864,Classic Chaplin movie with unforgettable scenes as the pantomime sequence of eating the shoe,10/10
370,tt0015864,"Possibly Chaplin's best film, certainly one of the greatest comedies of all time!",10/10
371,tt0015864,Charlie of the Yukon,10/10
372,tt0015864,Gold is the operative word here.,10/10
373,tt0015864,Dancing Rolls,10/10
374,tt0015864,The Little Fellow is simply superb!,8/10
375,tt0015864,One of the all-time classics!,10/10
376,tt0015864,Blissful ignorance,10/10
377,tt0015864,Licorice Shoes and Critical Acclaim!!!!!,8/10
378,tt0015864,"Is It Better Than City Lights, though?",10/10
379,tt0015864,You don't need sound to make a great film.,10/10
380,tt0015864,Chaplin's best,7/10
381,tt0026029,Sowing the Seeds of Suspense,8/10
382,tt0026029,Great Combo of Suspense and Humor,9/10
383,tt0026029,Espionage at the Music Hall,9/10
384,tt0026029,A Film That Successfully Does it All,10/10
385,tt0026029,A wonderfully entertaining thriller that has influenced dozens of subsequent movies since.,10/10
386,tt0026029,"extremely entertaining, even by today's standards suspenseful, and probably Hitchcock's first great (sound) movie",9/10
387,tt0026029,"Taut, well made and exciting- another personal favourite Hitchcock of mine",9/10
388,tt0026029,Donat and Carroll dance a Hitchcock tune,10/10
389,tt0026029,One of the finest films ever released.,10/10
390,tt0026029,Still gripping after more than seventy five years,9/10
391,tt0026029,"For Sheer Entertainment, It's Hard to Top",10/10
392,tt0026029,"An enjoyable, fast paced yarn",10/10
393,tt0026029,Hitch Steps Up,10/10
394,tt0026029,The film which launched Alfred Hitchcock's career,10/10
395,tt0026029,The Mother Of All Popcorn Thrillers,10/10
396,tt0026029,Don't be put off by its age - this one is worth seeing.,9/10
397,tt0026029,The Quintessential Hitchcock,7/10
398,tt0026029,The 39 Steps (1935),8/10
399,tt0026029,A first-class thriller,8/10
400,tt0026029,My Old Friend Sir Alfred Plays Tricks And We Love It,8/10
401,tt0036112,Roger Livesey's greatest role,10/10
402,tt0036112,Powell's Masterpiece,10/10
403,tt0036112,Quite possibly the finest film ever to emerge from our rainy shores,9/10
404,tt0036112,Another masterpiece from Powell and Pressburger,9/10
405,tt0036112,"pacy, breathless brilliance since unparalleled on the big screen",9/10
406,tt0036112,"""The war will begin at ...""",9/10
407,tt0036112,This movie should live on forever.,10/10
408,tt0036112,"""Embodiment Of All The Solid Virtues""",8/10
409,tt0036112,A highly nuanced character study,9/10
410,tt0036112,Jolly good show!,10/10
411,tt0036112,"A wonderful, deeply moving film.",10/10
412,tt0036112,"""This time you're fighting for your very existence against the most devilish idea ever created by a human brain""",8/10
413,tt0036112,Much more than a story about a British soldier.,10/10
414,tt0036112,This was a propaganda effort. I think Churchill was wrong.,10/10
415,tt0036112,A delightful Brit historical romance,10/10
416,tt0036112,"A touching, heartwarming, film that I am so glad I stayed up to watch it.",9/10
417,tt0036112,Not what you expect.,10/10
418,tt0036112,Churchill was most definitely wrong,9/10
419,tt0040725,"A superb production, wonderful colour, but above all, superbly directed.",10/10
420,tt0040725,Shall we dance?,10/10
421,tt0040725,Powell and Pressburger's ballet fairytale,10/10
422,tt0040725,The Ultimate Dance film!,10/10
423,tt0040725,One of the few films impossible to over-praise,10/10
424,tt0040725,A true masterpiece,10/10
425,tt0040725,A Duel for Art: a Hero *for* our Time,9/10
426,tt0040725,(Top 10 pick) A superior film.,10/10
427,tt0040725,A Very Creative Movie About Creative Artists At Work,10/10
428,tt0040725,Striving to be the best,7/10
429,tt0040725,One of the best films of all time,9/10
430,tt0040725,P&P's Masterpiece,10/10
431,tt0040725,A flawed masterwork,9/10
432,tt0040725,Visually wondrous but with a melodramatic plot,9/10
433,tt0040725,Divided by Two Passions,4/10
434,tt0040725,"You don't do art for a living, you live for art...",9/10
435,tt0040725,A very good and involving,10/10
436,tt0040725,Cinema that doesn't forsake it's giving a performance..,10/10
437,tt0040725,Of Its Time...,8/10
438,tt0040725,Its not that great,10/10
439,tt0018051,a wonderful and well-crafted film,10/10
440,tt0018051,One Of The All-Time Classics,10/10
441,tt0018051,The best of the Harold Lloyd comedies...simply wonderful...,7/10
442,tt0018051,Very Entertaining & Very Imaginative,10/10
443,tt0018051,A Masterpiece!!,10/10
444,tt0018051,"THE KID BROTHER (Ted Wilde, J. A. Howe and, uncredited, Lewis Milestone, 1927) ****",9/10
445,tt0018051,Brilliant,10/10
446,tt0018051,Possibly Harold Lloyd's best,10/10
447,tt0018051,A silent masterpiece of comedic timing.,10/10
448,tt0018051,One of the best films ever made!,7/10
449,tt0018051,Lloyd's magnum opus,8/10
450,tt0018051,You Can't Keep a Kid Brother Down,8/10
451,tt0018051,David Jeffers for SIFFblog.com,9/10
452,tt0018051,People seem to love this for the wrong reasons.,7/10
453,tt0018051,The Heart Of Harold,7/10
454,tt0018051,I really enjoyed laughing and thrilling to Harold Lloyd in The Kid Brother,8/10
455,tt0018051,A silent jewel of a film.,7/10
456,tt0018051,"O Brother, Where Art Thou?",10/10
457,tt0018051,The Runt Of The Litter,6/10
458,tt0018051,Nice romantic dramady from Harold Lloyd,6/10
459,tt0032553,The Man With Hitler's Face,9/10
460,tt0032553,Immortal classic movie with dual character for Chaplin as barber Jew and Dictator Hynkel,8/10
461,tt0032553,"""Can you hear that?""",9/10
462,tt0032553,'In this world there is room for everyone'...,9/10
463,tt0032553,"You, the people, have the power!",10/10
464,tt0032553,Chaplin's comment on fascism is his first talking film...,8/10
465,tt0032553,First Laughs And Last Laughs,7/10
466,tt0032553,We think too much and feel too little.,10/10
467,tt0032553,About the America that Exiled Him,10/10
468,tt0032553,Masterpiece,10/10
469,tt0032553,The Tramp Finally Speaks,9/10
470,tt0032553,Remember that......,10/10
471,tt0032553,Wonderful satire on the Anti- Semitic Nazi regime,8/10
472,tt0032553,"""Any resemblance between Hynkel the dictator and the Jewish barber is purely coincidental""",10/10
473,tt0032553,...und de movies und de...,7/10
474,tt0032553,Well-regarded for a reason,10/10
475,tt0032553,Almost Too Much to Take In,8/10
476,tt0032553,"Amazing film, amazing Chaplin",9/10
477,tt0032553,An entertaining comedy with a great end speech,9/10
478,tt0032553,Outstanding,10/10
479,tt0032553,The icon of comedy finally speaks!,8/10
480,tt0032553,Pretty good Chaplin film with extraordinarily powerful final moments,10/10
481,tt0038574,An Excellent Version of the Classic Novel,9/10
482,tt0038574,Great version of the Dickens novel...beautiful B&W photography...,8/10
483,tt0038574,Unknown Benefactor,7/10
484,tt0038574,"A miracle of invention, economy and detail",9/10
485,tt0038574,Another Famous Dickens Book Comes To Life,10/10
486,tt0038574,Magnificent translation of classic Dickens book with a splendid direction by David Lean,9/10
487,tt0038574,"Never read the book, loved the film....",10/10
488,tt0038574,A true classic,10/10
