person_id,name
1765,Donald Sutherland
35199,Clint Walker
8044,Robert Webber
35201,Tom Busby
35202,Ben Carruthers
35203,Stuart Cooper
29814,Robert Phillips
35204,Colin Maitland
15345,Al Mancini
2095,George Roubicek
32622,Thick Wilson
548877,Dora Reisser
361026,Michael Anthony
35206,Leo Britt
35207,Alan Chuntz
35208,Gary Files
35209,Judith Furse
35210,Hal Galili
35211,Romo Gorrara
11181,Willoughby Gray
35212,Gerard Heinz
21244,John G. Heller
35213,George Hilsdon
35214,John Hollis
10097,Alf Joint
35215,Juba Kennerley
35216,Hildegard Knef
35217,Ann Lancaster
35218,Richard Marner
1062,Dick Miller
22266,Lionel Murton
35219,Suzanne Owens-Duval
4500,Mike Reid
31806,Terry Richards
35220,Frederick Schiller
35222,Richard Shaw
35223,Warren Stanhope
35224,Hedger Wallace
35225,Theodore Wilhelm
35226,Rocky Taylor
2105,Burnell Tucker
35227,Vicki Woolf
744350,Michael Segal
1063,Robert Aldrich
11477,Terence Bayler
11479,Kenneth Colley
11480,Charles McKeown
11483,Gwen Taylor
11484,Sue Jones-Davies
548006,Peter Brett
11485,John Case
11489,Chris Langham
11487,Andrew MacLachlan
11486,Bernard McKenna
73106,Spike Milligan
11488,George Harrison
6050,Clint Eastwood
74499,Harry Guardino
24045,Reni Santoni
29250,John Vernon
29225,Andrew Robinson
63141,John Larch
28420,John Mitchum
83026,Mae Mercer
83027,Lyn Edgington
83028,Ruth Kobart
29253,Woodrow Parfrey
7250,Josef Sommer
83029,William Paterson
44085,James Nolan
28418,Maurice Argent
83030,Jo De Winter
642080,Craig Kelly
24203,Albert Popwell
83031,Joy Carlin
83032,Bill Couch
83033,Diana Davidson
6848,Vince Deadrick Sr.
83034,Chuck Dorsett
83035,Al Dunlap
83036,Larry Duran
63147,George Fargo
83037,Lois Foraker
29725,Max Gail
19846,John Garber
37760,Christopher Pray
83038,Eddie Garrett
58911,James W. Gavin
28432,David Gilliam
83039,Don Haggerty
83040,Scott Hale
83041,Kate Harper
83042,Bob Harris
15562,Chuck Hicks
28171,Raymond Johnson
58618,Richard Lawson
83043,Laurie Mock
83044,Ann Noland
83045,Kathleen O'Malley
11774,Angela Paton
83046,Victor Paul
27040,Debralee Scott
56405,Don Siegel
83047,Kristoffer Tabori
357644,Tony Dario
1254876,Marc Hertsens
1254791,Gordon Chapli
1254778,Janet Wisely
1255103,Pamela Tanimura
1254838,Richard Samuelson
1255106,Derek Jue
1255122,Sean Maley
1255589,Diane Darnell
20837,Warren Beatty
17170,Faye Dunaway
16446,Michael J. Pollard
15098,Gene Hackman
22346,Estelle Parsons
18249,Denver Pyle
11347,Dub Taylor
22347,Evans Evans
22345,Gene Wilder
22348,Mabel Cavitt
22349,Patrick Cranshaw
345491,Owen Bush
22351,Clyde Howdy
22352,Russ Marker
22354,Ann Palmer
511857,Ken Mayer
22355,Arthur Penn
14989,Brooke Shields
44313,Christopher Atkins
36764,Leo McKern
30068,William Daniels
80677,Jeffrey Kleiser
66492,Gus Mercurio
80678,Elva Josephson
80679,Glenn Kohan
80680,Bradley Pryce
80681,Chad Timmerman
80682,Gert Jacoby
80683,Alex Hamilton
80684,Richard Evanson
28692,Randal Kleiser
16024,Gregory Peck
16485,David Niven
16350,Anthony Quinn
29175,Stanley Baker
16352,Anthony Quayle
29176,James Darren
21795,Irene Papas
29177,Gia Scala
29178,James Robertson Justice
4431,Richard Harris
29179,Bryan Forbes
29180,Allan Cuthbertson
16493,Michael Trubshawe
27914,Percy Herbert
16882,George Mikell
11738,Walter Gotell
13701,Tutte Lemkow
29181,Albert Lieven
29182,Norman Wooland
613906,Kleo Skouloudi
29184,Nicholas Papakonstantinou
29185,Christopher Rhodes
13433,William Hoehne Jr.
29187,J. Lee Thompson
26187,Burt Lancaster
36499,Woody Strode
16444,Jack Palance
16488,Claudia Cardinale
12463,Ralph Bellamy
62767,Joe De Santis
62768,Rafael Bertrand
62769,Jorge Martínez de Hoyos
62770,Marie Gomez
57746,José Chávez
127918,Carlos Romero
23699,Vaughn Taylor
534965,Elizabeth Campbell
1461646,Don Carlos
58919,Leigh Chapman
80218,Roberto Contreras
2209884,Dirk Evans
539684,Darwin Lamb
227842,Eddie Little Sky
2209736,John Lopez
101889,John McKee
534354,Philip L. Parslow
650832,Ron Veto
23705,Richard Brooks
25707,Richard Pryor
191724,Jennifer Lee Pryor
65063,Jeff Margolis
25056,Bing Crosby
60326,Danny Kaye
74992,Rosemary Clooney
74993,Vera-Ellen
41874,Dean Jagger
27535,Mary Wickes
74994,John Brascia
74995,Anne Whitfield
74996,Bea Allen
36157,Frank Baker
74997,Glen Cargyle
25098,George Chakiris
100934,Barrie Chase
1023889,Lorinne Crawford
22477,Franklyn Farnum
14166,Bess Flowers
36504,Gavin Gordon
422099,Johnny Grant
57838,Percy Helton
88997,I. Stanford Jolley
45687,Sig Ruman
132394,Grady Sutton
71905,Herb Vigran
498631,Robert Crosson
14797,Michael Curtiz
173189,Farid Shawqi
530033,Hind Rostom
173191,Youssef Chahine
1321002,Hassan el Baroudi
557165,Abdel Aziz Khalil
557166,Said Khalil
557167,Abdel Ghani Nagdi
557168,Loutfi El Hakim
557169,Abdel Hamid Bodaoha
557170,F. El Demerdache
557171,Said El Araby
538017,Ahmed Abaza
557172,Hana Abdel Fattah
557173,Safia Sarwat
557178,Asaad Kellada
555008,Naima Wasfy
1521416,Sherine
1521414,Soheir
1321149,Esmat Mahmoud
1521441,Nawal Morsi
1521413,Gharib Moawad
1521412,Mohamed Mazhar
1521534,Galal Issa
1521409,Mahrous El Garhi
1521506,Ahmed El Tantawi
1521407,S. Abdel Aziz
225932,Nadia Lotfi
2342528,Safia Tharwat
218173,Gert Westphal
41187,Joachim Fest
15595,Jane Fonda
529469,Pamela Donegan
529467,Len Chandler
37864,Michael Alaimo
208243,Holly Near
70582,Paul Mooney
488851,Rita Martinson
473965,Steve Jaffe
529468,Francine Parker
530826,Mahmoud el-Meliguy
216804,Ezzat El Alaili
538123,Youssef Wahby
537218,Yehia Chahine
558944,Leila Fawzi
745894,Akela Kateb
1326853,Zeinab Sedky
493971,Ahmad Abdel Waress
479007,Abdel Azziz Makhyoun
745892,Ahmed Mehrez
540702,Abdel Warith Assir
745900,Aida Kamel
745891,Oussaida Abbass
536986,Zouzou Hamdy El-Hakim
745890,Abdel Salam Mohamed
745889,Halima El Soghayar
745888,Samira Mohamed
745887,Abou Hachich
745886,Gamil El Traboulsi
223449,Ahmad Zaki
323651,Ahmad Bedir
530275,Naglaa Fathy
452580,Abdullah Mahmoud
1113158,Mohsena Tawfik
740561,Seif Abdelrahman
452578,Hamdy Ahmed
498370,Tewfik El Dekn
676484,Ali El Sherif
451939,Salah El-Saadany
525264,Nagwa Ibrahim
1332498,Fatma Omara‏
1635403,Ashraf Al-Selehdar
1320859,Hussein Ismail
1330957,Mahmoud Al Iraq
1014405,Faiza Abdelgawwad
6958,Amitabh Bachchan
104308,Shatrughan Sinha
105220,Zeenat Aman
57763,Prem Chopra
63303,Amrish Puri
105226,Helen
105221,Pran
511559,Gajanan Jagirdar
511558,Sajjan
68725,Iftekhar
434348,K.N. Singh
568116,Trilok Kapoor
511561,Abhimanyu Sharma
299653,Goga Kapoor
105228,Mac Mohan
104310,Paintal
509316,Jagdish Raj
509943,Ruby Myers
199763,Yunus Parvez
216331,Raj Khosla
553375,Ahmad Mazhar
215296,Salah Zulfikar
520600,Hamdy Ghaith
381250,Laila Taher
471620,Omar El-Hariri
152472,Husain Reyadh
576037,Zaki Toleimat
899933,Mohamed Hamdy
1533795,Mohamed Sultan
1533801,Mohamed Abdel Gawad
1533807,Sami Loutfi
2172269,Ibrahim Emara
546021,Ahmed Louxor
500657,Salah Nazmi
63665,Dharmendra
134657,Hema Malini
514364,Zakir Mukhamedzhanov
223525,Sofiko Chiaureli
221086,Yelena Sanayeva
358575,Frunzik Mkrtchyan
219025,Maya-Gozel Aimedova
434193,Umesh Mehra
514365,Latif Faiziyev
225931,Faten Hamamah
15793,Omar Sharif
219842,Zaki Rostom
562959,Abdel Ghani Kamar
988354,Zaki Ibrahim
225933,Ahmed Ramzy
560735,Ferdoos Mohammed
479396,Maroun Bagdadi
173252,Shammi Kapoor
150319,Padmini
550685,Maria Menado
132270,Shashikala
222315,Agha
222342,Shakti Samanta
16383,Ian MacNaughton
592619,Mireille Maalouf
339953,Joseph Bou Nassar
943833,Philippe Akiki
943835,Ahmed Al Zain
557940,Hoda Soltan
225934,Shukri Sarhan
534050,Soheir El-Morshidy
391527,Hesham Selim
744938,Majida El Roumi
1095845,Rajaa Hussain
524174,Sid Ali Kouiret
744936,Ali Mahrez
867952,Mahendra Sandhu
20201,Danny Denzongpa
69039,Jagdeep
524849,Faryal
460070,Padma Khanna
66223,Asit Sen
618228,Karan Dewan
497329,Murad
727227,Sabina
549933,Mohammed Hussain
1682144,Suhail Tatari
218950,Mala Sinha
64409,Raaj Kumar
515741,Leela Chitnis
64411,Kumkum
434350,Dhumal
216444,Tun Tun
64529,Asrani
1945610,Suresh
2434209,Nadia Tueni
522301,A. Salaam
518321,Uttam Kumar
522302,Sulakshana Pandit
132302,Utpal Dutt
906104,Alo Sarkar
32954,Jerry Seinfeld
12464,Jason Alexander
43320,Michael Richards
12018,Julia Louis-Dreyfus
5313,Ray Liotta
9438,Joe Pesci
9439,Lorraine Bracco
8280,Paul Sorvino
9441,Frank Sivero
9443,Tony Darrow
6329,Mike Starr
9444,Frank Vincent
9440,Chuck Low
9442,Frank DiLeo
507403,Henny Youngman
9448,Gina Mastrogiacomo
9447,Suzanne Shepherd
9449,Debi Mazar
9453,Margo Winkler
4103,Welker White
9454,Jerry Vale
9455,Julie Garfield
53404,Christopher Serrone
9456,Elaine Kagan
9457,Beau Starr
6693,Kevin Corrigan
9450,Michael Imperioli
758896,Robbie Vinton
9034,Johnny Williams
9458,Daniel P. Conte
9459,Tony Conforti
598816,Frank Pellegrino
9461,Ronald Maccone
9462,Tony Sirico
9463,Joseph D'Onofrio
758894,Steve Forleo
29074,Richard Dioguardi
9445,Frank Adonis
758851,John Manca
758804,Joseph Bono
9465,Katherine Wallach
64226,Mark Evan Jacobs
9464,Angela Pietropinto
9467,Marianne Leone Cooper
758806,Marie Michaels
758809,LoNardo
9466,Melissa Prophet
9452,Illeana Douglas
9468,Susan Varon
9469,Elizabeth Whitcraft
9470,Clem Caserta
1852,Samuel L. Jackson
186625,Fran McGee
5684,Paul Herman
758907,Edward McDonald
758899,Edward Hayes
758856,Gina Mattia
758854,Joel Calendrillo
758860,Anthony Valentin
9471,Edward D. Murphy
9472,Michael Citriniti
9473,Peter Hock
758909,Erasmus C. Alfano
9475,John Di Benedetto
9474,Manny Alfaro
758863,Thomas Lowry
9476,Margaret Smith
758811,Richard Mullally
9477,Frank Albanese
489798,Paul McIsaac
397785,Bob Golub
9478,Louis Eppolito
9480,Tony Lip
758867,Mikey Black
758865,Peter Cicale
718520,Anthony Powers
9482,Vincent Pastore
9479,Anthony Alessandro
9481,Victor Colicchio
758812,Mike Contessa
9483,Philip Suriano
758814,Paul Mougey
758815,Norman Barbera
758816,Anthony Polemeni
9484,James Quattrochi
9485,Lawrence Sacco
511667,Dino Laudicina
758934,Irving Welzer
758941,Jesse Kirtzman
758871,Russell Halley
758872,Spencer Bradley
758817,Bob Altman
758819,Joanna Bennett
758820,Gayle Lewis
644723,Gaetano Lisi
758821,Luke Walter
758823,Ed Deacy
758822,Larry Silvestri
9487,John 'Cha Cha' Ciarcia
758824,Vito Picone
662606,Janis Corsair
1666492,Lisa D’Apolito
9486,Frank Aquilino
9488,Vito Antuofermo
9489,Vincent Gallo
716154,Gaetano LoGiudice
4149,Garry Pastore
9490,Nicole Burdette
9491,Stella Keitel
758952,Dominique DeVito
758953,Michaelangelo Graziano
758954,Paula Kcira
758955,Nadine Kay
758827,Tony Ellis
9492,Peter Onorati
750412,Jamie deRoy
758873,Joel Blake
758874,H. Clay Dear
758877,Thomas Hewson
9493,Gene Canfield
758830,Margaux Guerard
758825,Violet Gaynor
9265,Tobin Bell
9494,Berlinda Tolbert
9495,Nancy Cassaro
758834,Adam Wandt
758829,Joe Gioco
9496,Isiah Whitlock Jr.
758833,Alyson Jones
758835,Ruby Gaynor
4087,Bo Dietl
9500,Frank Cassini
9499,Anthony Caso
598815,Lisa Bostnar
9507,Billy L. Sullivan
1106134,Daniela Barbosa
11091,Matthew Modine
4704,Adam Baldwin
6432,Vincent D'Onofrio
6647,R. Lee Ermey
32851,Dorian Harewood
17675,Arliss Howard
24205,Kevyn Major Howard
1314,Ed O'Ross
62513,John Terry
11655,Bruce Boa
205944,Kieron Jecchinis
28624,Jon Stafford
126879,Tim Colceri
90057,Peter Edmund
32191,Kirk Taylor
50869,Ian Tyler
207528,Gary Landon Mills
112301,Sal Lopez
11743,Papillon Soo
207531,Ngoc Le
207535,Tan Hung Francione
182569,Marcus D'Amico
207536,Costas Dino Chimona
207532,Keith Hodiak
207533,Peter Merrill
598789,Herbert Norville
479173,Gil Kopel
207529,Philip Bailey
1876841,Robert E. Hartenberger
44991,Steve Hudson
207530,John Curtis
93627,Chris Maybach
207363,Gary Smith
207364,Michael Anthony Williams
207365,John Wilson
784634,Tony Carey
207366,Vivian Kubrick
21108,Stanley Kubrick
46486,David Palffy
207367,John Ward
1787928,David George
12171,James Woods
6756,Elizabeth McGovern
68563,Tuesday Weld
7749,Burt Young
16204,Treat Williams
28073,Danny Aiello
14853,Richard Bright
80999,James Hayden
24555,William Forsythe
30008,Darlanne Fluegel
81000,Larry Rapp
27089,Olga Karlatos
81005,Frank Gio
1575,Jennifer Connelly
81001,Scott Schutzman Tiler
60657,Rusty Jacobs
22241,Brian Bloom
81004,Mike Monetti
81002,Adrian Curran
712557,Julie Cohen
81003,Noah Moazezi
5750,James Russo
81007,Frank Sisto
30012,Jerry Strivelli
81008,Mike Gendel
81009,Sandra Solberg
81006,Margherita Pace
111590,Bruno Iannone
61606,Bruno Bilotta
29073,Ray Dittrich
11550,Richard Foronjy
20581,Mario Brega
752070,Angelo Florio
5940,Marcia Jean Kurtz
821438,Gerard Murphy
112286,Dutch Miller
17817,Robert Harper
302112,Amy Ryder
476911,Karen Shallo
1341561,Frankie Caserta
1341749,Joey Marzella
298686,Marvin Scott
1341620,Ann Neville
551078,Joey Faye
1341629,Linda Ipanema
116852,Tandy Cronyn
469888,Richard Zobel
17146,Baxter Harris
1594,Arnon Milchan
1341752,Marty Licata
6642,Estelle Harris
1341618,Gerritt Debeer
1030723,Alexander Godfrey
1419294,Cliff Cudney
1341539,Paul Farentino
924004,Bruce Bahrenburg
1341479,Mort Freeman
1341416,Massimo Liti
1341637,Jay Zeely
47416,Salvatore Billa
1341643,Greg Anthony
94114,Scott Coffey
1341529,Matteo Cafiso
1341460,Nunzio Giuliani
1341491,Nelson Camp
1341417,Dario Iori
1341484,Ole Jorgensen
434738,Francesca Leone
1341412,Chuck Low
469679,Ron Nummi
1341712,Ryan Paris
1341601,Nicola Roberto
543125,Gianni Sanjust
488781,Alex Serra
551439,Susan Spafford
120119,Mark Frazer
506691,Maria Pia Monicelli
7205,Louise Fletcher
81010,Claudio Mancini
37242,Sergio Leone
5455,Billy Crystal
20759,Meg Ryan
1990,Carrie Fisher
10428,Bruno Kirby
20760,Steven Ford
20761,Lisa Jane Persky
20762,Michelle Nicastro
20763,Gretchen Palmer
20764,Robert Alan Beuth
20765,David Burdick
20766,Joe Viviani
193,Harley Jane Kozak
20767,Joseph Hunt
20768,Kevin Rooney
20769,Franc Luz
4372,Tracy Reiner
28497,Kyle T. Heffner
1379831,Kimberley LaMarque
1542517,Stacey Katzin
511536,Estelle Reiner
1426149,John Arceri
14912,Connie Sawyer
1542521,Kuno Sponholz
64874,Katherine Squire
527062,Frances Chaney
1685004,Bernie Hern
1542527,Rose Wright
1542221,Aldo Rossi
10953,Dona Hardy
482193,Peter Pan
449834,Jane Chung
441178,Bob Ader
753907,Jeff Dlugolecki
190530,Nicholas Glaeser
1180233,Randy James
1039530,Stanley Moore
41501,Larry Sherman
810433,Marilyn Spanier
44401,John Speredakos
1060145,Terry Vaughan
7139,Anthony Welch
224,Rob Reiner
7974,Heather Langenkamp
26005,Robert Englund
30790,John Saxon
82353,Ronee Blakley
19401,Amanda Wyss
20498,Jsu Garcia
3381,Johnny Depp
8318,Charles Fleischer
65257,Joseph Whipp
12578,Lin Shaye
55093,Joe Unger
82354,Mimi Craven
491162,Jack Shea
218261,Ed Call
598497,Sandy Lipton
2937,David Andrews
4016,Jeff Levine
598520,Donna Woodrum
48112,Shashawnee Hall
598532,Carol Pritikin
598531,Brian Reise
34763,Ash Adams
432769,Don Hannah
128985,Leslie Hoffman
598521,Paul Grenier
598766,Kathi Gibbs
70609,Chris Tashima
598767,Antonia Yannouli
1110624,John Richard Petersen
10824,Robert Shaye
925,Wes Craven
7645,Sally Field
22878,Dolly Parton
17566,Shirley MacLaine
5525,Daryl Hannah
21913,Olympia Dukakis
6303,Julia Roberts
14659,Tom Skerritt
4400,Sam Shepard
934,Dylan McDermott
6903,Kevin J. O'Connor
48125,Bill McCutcheon
48126,Ann Wedgeworth
48127,Knowl Johnson
48128,Jonathan Ward
30589,Bibi Besch
19277,Janine Turner
175216,James Wlcek
2281835,Ronald Young
24206,Nancy Parsons
606929,Robert Ginnaven
32447,Tom Hodges
83296,Rick Hurst
47995,Robert Harling
2282001,Clara Gabrielle
2282047,Daniel Camp
2282054,Lori Tate
2282129,Robert Adams
3343,Carol Sutton
2281772,Aja Sansone
2281992,Rodney Alan Fulton
2197682,Spencer Henderson
2282038,Sandra Asbury-Johnson
2281768,Gale J. Odom
2282064,Betsy Widhalm
2281871,Oscar J. Bienvenu Jr.
2281960,Teresa Beaudion
2282068,Gladys Mallard
2281964,Betty J. Dove
2281853,Travis Harrison
2281925,James Shapkoff III
2281910,Walker May
2281995,Robert R. Morgan
2281967,Roger D. McCann
2281803,Debbie McCann
1336625,Trent Dawson
45795,Herbert Ross
19841,Steve Guttenberg
19022,Kim Cattrall
19843,G.W. Bailey
27036,Bubba Smith
11350,Donovan Scott
27037,George Gaynes
27038,Andrew Rubin
27039,David Graf
24556,Leslie Easterbrook
14330,Michael Winslow
27041,Bruce Mahler
27042,Ted Ross
19400,Scott Thomson
27043,Brant von Hoffman
27044,Marion Ramsey
27045,Roger Dunn
593832,Joyce Gordon
239530,Georgina Spelvin
27046,Hugh Wilson
78986,T.J. Scott
32739,John Sampson
287829,Dar Robinson
52675,Kay Hawtrey
7277,John Hawkes
12559,Charles W. Gray
1337008,Suzanne Barker
47836,Dwayne McLean
180941,Danny Lima
704844,Danny Pawlick
87590,Bob Collins
937469,Gene Mack
82846,Gino Marrocco
462221,David Clement
23591,J. Winston Carroll
1018831,Wally Bondarenko
1115512,F. Braun McAsh
93112,Marco Bianco
714126,Fred Brigham
66962,James Bearden
19734,Gary Farmer
1230698,Barry Greene
1127480,Araby Lockhart
1031025,Beth Amos
17457,Bruce McFee
25205,Michael J. Reynolds
1944,Don Lake
74078,George R. Robertson
26821,Doug Lennox
450733,Wink Roberts
19492,Keith Gordon
11098,John Stockwell
65605,Alexandra Paul
7650,Robert Prosky
7912,Harry Dean Stanton
91964,Christine Belford
12079,Roberts Blossom
91965,William Ostrander
91966,David Spielberg
589836,Malcolm Danare
8415,Steven Tash
36356,Stuart Charno
12407,Kelly Preston
91968,Marc Poppel
91969,Robert Darnell
508760,Douglas Warhit
83079,Richard Collier
27960,Bruce French
499486,Keri Montgomery
529459,Jan Burrell
2051448,Charles Steak
38313,Art Evans
12968,John Carpenter
8464,David Hasselhoff
63898,Edward Mulhare
90786,Patricia McPherson
90788,Peter Parros
1381431,Rachael Louise Miller
49815,Mark-Paul Gosselaar
201,Mario López
53237,Dustin Diamond
66271,Lark Voorhies
81048,Dennis Haskins
7244,Robin Williams
1005,John Heard
8467,Julie Kavner
11546,Penelope Ann Miller
18895,Ruth Nelson
3288,Max von Sydow
18898,Anne Meara
18901,Dexter Gordon
18897,George Martin
8416,Alice Drummond
18899,Richard Libertini
18900,Laura Esterman
14445,Barton Heyman
18896,Judith Malina
18909,Mary Alice
18910,Keith Diamond
16244,Bradley Whitford
17434,John Christopher Jones
18908,Mary Catherine Wright
18902,Jayne Haynes
18903,Le Clanché du Rand
18904,Yusef Bulos
18905,Steven Randazzo
18906,Gloria Harper
18907,Gwyllum Evans
3769,Steve Vinovich
18911,Tiger Haynes
18912,Harvey Miller
1608456,Tanya Berezin
7694,Peter Stormare
18914,Shane Fistell
18915,Waheedah Ahmad
18916,Charles Keating
18917,Christina Huertes
18918,Linda Burns
18919,Judy Jacksina
18920,Gary Tacon
18921,Rico Elias
11567,Mel Gorham
18922,Chris Carolan
18923,Debra Kovner-Zaks
2671,Vin Diesel
1096969,Max Rabinowitz
84053,Byron Utley
903183,Anthony McGowen
1096985,Paul Montgomery
1096967,Leonard Tepper
418353,Howard Feller
364686,Libby Titus
1159504,Michael Hyde
1097101,Tomislav Novakovic
34237,Adam Bryant
1096986,Anthony J. Nici
487523,Oliver Block
477228,Buck Smith
1096987,Joan E. MacIntosh
40059,Harry L. Seddon
17151,Jack Mulcahy
18924,Penny Marshall
129833,Vanna White
421000,Pat Sajak
12800,Chevy Chase
12801,Beverly D'Angelo
12429,Juliette Lewis
12802,Johnny Galecki
12803,John Randolph
12804,Diane Ladd
8035,E.G. Marshall
12805,Doris Roberts
4700,Randy Quaid
12806,Miriam Flynn
12807,Cody Burger
12808,Ellen Hamilton Latzen
12809,William Hickey
10549,Mae Questel
12810,Sam McMurray
6802,Nicholas Guest
12812,Nicolette Scorsese
12811,Keith MacKechnie
12691,Brian Doyle-Murray
12813,Natalija Nogulich
59439,Tony Epper
1103242,Billy Hank Hooker
84540,Alexander Folk
48269,Jeremy Roberts
1236530,Woody Weaver
444827,Michael Kaufman
631709,Devin Bailey
1236542,Frank Foti Jr.
1236410,Traci Kochendorfer
12814,Jeremiah S. Chechik
198,Morgan Freeman
11063,Beverly Todd
27646,Robert Guillaume
21063,Ethan Phillips
17814,Lynne Thigpen
25768,Michael Beach
18055,Tony Todd
118811,Karen Malina White
18306,Alan North
3292,Robin Bartlett
113229,Sandra Reaves-Phillips
118812,Sloane Shelton
118813,Jermaine Hopkins
40159,Karina Arroyave
86521,Ivonne Coll
26321,Regina Taylor
11583,Michael P. Moran
8422,John Ring
89398,Jennifer McComb
118814,Delilah Cotto
118815,Anthony Figueroa
102294,Jim Moody
7782,John G. Avildsen
5658,Eddie Murphy
17348,Tatyana Ali
108288,Billie Allen
17797,Deon Richmond
108294,Barbara Harris
108293,J. D. Hall
108289,James Brown III
62732,Eyde Byrde
50586,Birdie M. Hale
108291,Clebert Ford
108295,Leonard Jackson
108296,Jody Jones
450236,Michelle Davison
108292,Geri Gibson
73538,Robert Townsend
116391,Tracy Camilla Johns
422646,Tommy Redmond Hicks
477562,John Canada Terrell
31566,Spike Lee
207275,Raye Dowell
61222,Joie Lee
16721,S. Epatha Merkerson
122523,Bill Lee
916018,Cheryl Burr
916019,Aaron Dugger
366935,Stephanie Covington
916020,Renata Cobbs
916022,Cheryl D. Singleton
503706,Monty Ross
532433,Tiziano Cortini
492716,Erik Dellums
47097,Reginald Hudlin
466433,Eric Payne
1476065,Gerard Brown
34819,Ernest R. Dickerson
200487,Eric Wilkins
7328,Fab 5 Freddy
1476067,Scott Sillers
1476069,Geoffrey Garfield
1475403,Kathy Banks
1475406,Steve Nicks
1475429,Steve Ning
9835,Gerald McRaney
192,Shanna Reed
37759,Matt Mulhern
66339,Jon Cypher
96173,Beverly Archer
47978,Marisa Ryan
38704,Nicole Dubuc
97165,Chelsea Hertford
91112,Martin Hewitt
21302,Shirley Knight
35576,Don Murray
7051,Richard Kiley
18609,Beatrice Straight
213872,Penelope Milford
1848,James Spader
30162,Ian Ziering
15943,Jami Gertz
3535,Tom Cruise
466996,Jeff Marcus
507509,Jamie Bernstein
36355,Walt Gorney
32357,Franco Zeffirelli
43162,David Jason
99172,Terry Scott
18355,Edward Kelsey
99173,Brian Trueman
176442,Tovino Thomas
192669,Keerthy Suresh
884927,Kottayam Ramesh
183179,Nandhu
147588,Baiju Santhosh
281387,Rony David Raj
193218,Anu Mohan
686332,Maya Viswanath
814970,Maya Menon
2102153,Anagha Narayanan
2416578,Rj Raghu
160113,G Suresh Kumar
228571,Sreelakshmi
322382,Vishnu Raghav
97338,Shuuichi Ikeda
28172,Toru Furuya
97330,Fuyumi Shiraishi
7423,Hirotaka Suzuoki
104233,Kazue Ikura
22311,Koichi Yamadera
104709,Maria Kawamura
489108,Mayumi Shou
39711,Mitsuki Yayoi
21512,Nozomu Sasaki
113908,Shingo Hiromori
121262,Shinobu Adachi
86777,Yoshiko Sakakibara
104375,Yoshiyuki Tomino
463033,Kiyonobu Suzuki
97335,Masashi Hirose
39712,Shozo Iizuka
95739,Kaneto Shiozawa
172948,Yumi Nakatani
504541,Yasuo Matsumura
97333,Keiko Toda
22309,Toshio Furukawa
97336,Rumiko Ukai
97337,Yō Inoue
114128,Steven Kynman
114126,David Carling
114127,Su Douglas
114129,Tegwen Tucker
